shot_id,project_id,sequence_code,shot_name,department,assigned_artist_id,assigned_date,start_date,deadline,delivery_date,first_pass_date,final_approval_date,status,priority,complexity,estimated_hours,actual_hours,internal_revision_count,client_revision_count,revision_count_reported,hold_days,vendor_dependencies,notes
PRJ-1009_SQ020_SH0040,PRJ-1009,SQ020,SQ020_SH0040,Matchmove,ART-045,2025-06-02,2025-06-05,2025-06-16,2025-07-11,2025-06-06,2025-07-11,Approved,Medium,Medium,19.0,20.6,3,2,5,12,None,Dependent on upstream FX delivery
PRJ-1001_SQ060_SH0040,PRJ-1001,SQ060,SQ060_SH0040,Animation,ART-038,2024-04-03,2024-04-08,2024-04-20,2024-04-23,2024-04-10,2024-04-25,Delivered,Medium,Low,24.1,23.5,0,0,0,1,None,Additional cleanup discovered during review
PRJ-1008_SQ090_SH0050,PRJ-1008,SQ090,SQ090_SH0050,FX,ART-042,2025-05-24,2025-05-28,2025-06-07,2025-06-16,2025-06-01,2025-06-16 00:00:00,Approved,High,Low-Medium,47.5,69.5,1,1,2,1,None,Client requested alternate color treatment
PRJ-1013_SQ020_SH0010,PRJ-1013,SQ020,SQ020_SH0010,Compositing,ART-035,2026-01-20,2026-01-21,2026-02-01,2026-02-01,2026-01-24,2026-02-04,Approved,Critical,Low-Medium,33.2,33.2,2,0,2,1,None,Client requested alternate color treatment
PRJ-1013_SQ010_SH0010,PRJ-1013,SQ010,SQ010_SH0010,Compositing,ART-046,2026-01-23,2026-01-26,2026-02-05,2026-02-04,2026-01-27,2026-02-06,Delivered,Medium,Low,21.3,24.2,0,0,0,0,3D Asset,Additional cleanup discovered during review
PRJ-1011_SQ030_SH0070,PRJ-1011,SQ030,SQ030_SH0070,Compositing,ART-035,2025-11-18,2025-11-20,2025-11-29,2025-12-05,2025-11-24,2025-12-05,Approved,Medium,High,49.5,56.6,2,2,4,5,3D Asset,Editorial turnover changed after first pass
PRJ-1014_SQ010_SH0030,PRJ-1014,SQ010,SQ010_SH0030,Matchmove,ART-045,2026-03-10,,2026-03-16,,,,Not Started,Low,Medium,23.7,7.0,2,1,3,0,Plate Prep,Heavy grain matching required
PRJ-1013_SQ030_SH0080,PRJ-1013,SQ030,SQ030_SH0080,Compositing,ART-008,2026-04-14,2026-04-18,2026-04-26,2026-05-07,2026-04-21,2026-05-09,Approved,Critical,Low-Medium,31.2,43.0,3,2,5,0,None,
PRJ-1013_SQ050_SH0040,PRJ-1013,SQ050,SQ050_SH0040,Compositing,ART-015,2026-02-26,2026-03-01,2026-03-12,2026-03-18,2026-03-04,2026-03-21,Approved,Low,Low-Medium,34.0,31.2,1,1,2,1,Client Plate,
PRJ-1005_SQ050_SH0060,PRJ-1005,SQ050,SQ050_SH0060,compositing,ART-046,2024-10-22,2024-10-24,2024-11-02,2024-11-16,2024-10-25,2024-11-18,Delivered,Medium,Low,18.4,28.0,4,0,4,5,None,Dependent on upstream FX delivery
PRJ-1012_SQ090_SH0050,PRJ-1012,SQ090,SQ090_SH0050,Compositing,ART-019,2026-03-10,2026-03-13,2026-03-22,2026-03-24,2026-03-16,2026-03-27,Delivered,High,Low-Medium,31.1,36.3,3,0,3,0,None,
PRJ-1002_SQ040_SH0060,PRJ-1002,SQ040,SQ040_SH0060,Animation,ART-041,2024-08-04,2024-08-08,2024-08-18,2024-08-23,2024-08-10,2024-08-23,Delivered,Medium,Low-Medium,29.8,27.0,0,1,1,1,None,Additional cleanup discovered during review
PRJ-1015_SQ060_SH0040,PRJ-1015,SQ060,SQ060_SH0040,Lighting,ART-052,2026-05-13,2026-05-13,2026-05-31,2026-06-10,2026-05-19,2026-06-10,Delivered,Medium,High,68.2,96.5,3,3,6,0,None,
PRJ-1009_SQ060_SH0100,PRJ-1009,SQ060,SQ060_SH0100,Compositing,ART-025,2025-11-13,2025-11-15,2025-11-26,2025-12-07,2025-11-17,2025-12-07,Approved,High,High,25.6,34.1,3,2,5,0,None,Editorial turnover changed after first pass
PRJ-1008_SQ040_SH0020,PRJ-1008,SQ040,SQ040_SH0020,Compositing,ART-039,2025-02-25,2025-03-02,2025-03-12,2025-03-22,2025-03-06,2025-03-22,Delivered,Medium,High,52.3,74.9,3,1,4,0,External Simulation,Additional cleanup discovered during review
PRJ-1006_SQ090_SH0040,PRJ-1006,SQ090,SQ090_SH0040,Roto/Paint,ART-028,2025-02-14,2025-02-16,2025-02-24,2025-02-22,2025-02-17,2025-02-25,Delivered,Critical,High,19.0,19.5,2,0,2,0,3D Asset,
PRJ-1015_SQ040_SH0080,PRJ-1015,SQ040,SQ040_SH0080,Matchmove,ART-050,2026-07-29,,2026-08-10,,,,Not Started,Medium,High,,25.1,3,2,5,0,Client Plate,Editorial turnover changed after first pass
PRJ-1005_SQ010_SH0020,PRJ-1005,SQ010,SQ010_SH0020,Roto/Paint,ART-044,2024-08-26,2024-08-26,2024-08-30,2024-09-03,2024-08-27,2024-09-06,Delivered,High,Low-Medium,10.9,11.9,0,0,0,1,None,Editorial turnover changed after first pass
PRJ-1005_SQ030_SH0110,PRJ-1005,SQ030,SQ030_SH0110,Lighting,ART-032,2024-12-31,2025-01-01,2025-01-14,2025-01-20,2025-01-06,2025-01-23,Approved,High,High,63.7,63.3,2,1,3,2,External Simulation,
PRJ-1008_SQ070_SH0060,PRJ-1008,SQ070,SQ070_SH0060,Roto/Paint,ART-033,2025-06-02,TBD,2025-06-13,2025-06-20,2025-06-08,2025-06-22,Delivered,High,High,20.0,23.7,3,0,3,3,None,Additional cleanup discovered during review
PRJ-1006_SQ080_SH0040,PRJ-1006,SQ080,SQ080_SH0040,Compositing,ART-059,2025-02-06,2025-02-10,2025-02-27,2025-03-13,2025-02-14,2025-03-14,Delivered,Medium,Medium,46.8,55.5,3,0,3,12,3D Asset,
PRJ-1015_SQ020_SH0100,PRJ-1015,SQ020,SQ020_SH0100,Compositing,ART-010,2026-08-27,2026-08-28,2026-09-07,,,,WIP,Medium,Low-Medium,40.0,15.9,2,1,3,0,External Simulation,
PRJ-1009_SQ010_SH0030,PRJ-1009,SQ010,SQ010_SH0030,Compositing,ART-015,2025-04-28,2025-05-03,2025-05-17,2025-05-23,2025-05-08,2025-05-23,Delivered,Medium,High,55.6,60.3,0,2,2,2,Plate Prep,
PRJ-1002_SQ030_SH0050,PRJ-1002,SQ030,SQ030_SH0050,Matte Painting,ART-051,2024-06-24,2024-06-29,2024-07-16,2024-07-25,2024-07-06,2024-07-27,Approved,High,High,80.6,98.4,3,1,,2,3D Asset,Dependent on upstream FX delivery
PRJ-1014_SQ060_SH0090,PRJ-1014,SQ060,SQ060_SH0090,Roto/Paint,ART-028,2026-07-12,2026-07-16,2026-07-21,,,,Client Review,High,Medium,22.7,11.1,3,0,3,1,None,Editorial turnover changed after first pass
PRJ-1004_SQ060_SH0010,PRJ-1004,SQ060,SQ060_SH0010,Compositing,ART-019,2024-06-11,2024-06-15,2024-06-23,2024-06-25,2024-06-16,2024-06-26,Final,Low,Low-Medium,16.4,15.6,0,0,0,2,External Simulation,Dependent on upstream FX delivery
PRJ-1012_SQ030_SH0070,PRJ-1012,SQ030,SQ030_SH0070,Assets,ART-047,2026-05-08,2026-05-11,2026-05-21,,2026-05-14,,WIP,Medium,Low,35.3,9.9,1,0,1,0,Plate Prep,Dependent on upstream FX delivery
PRJ-1002_SQ120_SH0010,PRJ-1002,SQ120,SQ120_SH0010,FX,ART-048,2024-03-10,2024-03-11,2024-03-25,2024-04-01,2024-03-14,2024-04-02,Approved,Medium,Medium,40.7,46.6,3,1,4,0,External Simulation,Heavy grain matching required
PRJ-1011_SQ050_SH0110,PRJ-1011,SQ050,SQ050_SH0110,Animation,ART-038,2026-02-17,2026-02-20,2026-03-02,2026-03-07,2026-02-23,2026-03-10,Delivered,High,Low-Medium,0,42.4,3,1,4,0,Client Plate,Editorial turnover changed after first pass
PRJ-1001_SQ030_SH0020,PRJ-1001,SQ030,SQ030_SH0020,Compositing,ART-020,2024-02-16,2024-02-21,2024-02-27,2024-03-03,2024-02-22,2024-03-03,Final,Medium,Low,16.0,17.9,2,0,2,3,External Simulation,Client requested alternate color treatment
PRJ-1010_SQ070_SH0010,PRJ-1010,SQ070,SQ070_SH0010,Compositing,ART-059,2025-05-21,2025-05-21,2025-05-28,2025-05-25,2025-05-22,2025-05-27,Delivered,High,Low,21.0,20.1,1,0,1,0,Plate Prep,
PRJ-1015_SQ050_SH0040,PRJ-1015,SQ050,SQ050_SH0040,Matchmove,ART-017,2026-05-15,2026-05-20,2026-05-30,2026-05-29,2026-05-21,2026-05-29,Delivered,Low,Low,12.2,11.1,1,0,1,1,None,
PRJ-1010_SQ060_SH0090,PRJ-1010,SQ060,SQ060_SH0090,Compositing,ART-999,2026-01-11,2026-01-14,2026-01-26,2026-01-28,2026-01-18,2026-01-31,Delivered,Medium,High,45.8,55.4,1,4,5,0,None,
PRJ-1001_SQ040_SH0030,PRJ-1001,SQ040,SQ040_SH0030,Roto/Paint,ART-049,2024-02-25,2024-03-01,2024-03-04,2024-03-14,2024-03-02,2024-03-15,Delivered,High,Low-Medium,14.0,14.5,3,0,3,0,None,Additional cleanup discovered during review
PRJ-1015_SQ030_SH0010,PRJ-1015,SQ030,SQ030_SH0010,Assets,ART-047,2026-03-01,2026-03-03,2026-03-14,2026-03-19,2026-03-09,2026-03-21,Approved,Medium,High,68.0,56.7,1,0,1,3,None,Dependent on upstream FX delivery
PRJ-1009_SQ060_SH0040,PRJ-1009,SQ060,SQ060_SH0040,Assets,ART-022,TBD,2025-06-13,2025-06-28,2025-07-03,2025-06-19,2025-07-06,Final,Low,Low-Medium,69.3,52.8,1,0,1,3,None,
PRJ-1010_SQ070_SH0040,PRJ-1010,SQ070,SQ070_SH0040,Animation,ART-041,2025-08-22,2025-08-25,2025-09-11,2025-09-21,2025-08-31,2025-09-22,Delivered,High,Very High,70.9,92.1,2,3,5,0,Client Plate,Heavy grain matching required
PRJ-1010_SQ040_SH0030,PRJ-1010,SQ040,SQ040_SH0030,Animation,ART-041,2025-07-15,2025-07-20,2025-08-04,2025-08-17,2025-07-26,2025-08-19,Delivered,Low,Very High,71.1,100.1,3,2,5,3,3D Asset,Editorial turnover changed after first pass
PRJ-1012_SQ060_SH0010,PRJ-1012,SQ060,SQ060_SH0010,Roto/Paint,ART-044,2025-10-12,2025-10-14,2025-10-22,,2025-10-15,,WIP,High,Low,10.4,10.4,1,0,1,0,None,Editorial turnover changed after first pass
PRJ-1004_SQ020_SH0060,PRJ-1004,SQ020,SQ020_SH0060,Lighting,ART-002,2024-10-12,2024-10-17,2024-10-30,2024-10-29,2024-10-20,2024-11-01,Delivered,High,Low-Medium,33.5,37.1,2,1,3,0,Plate Prep,Heavy grain matching required
PRJ-1015_SQ030_SH0100,PRJ-1015,SQ030,SQ030_SH0100,Compositing,ART-010,2026-09-02,2026-09-07,2026-09-18,,,,On Hold,Medium,High,45.9,18.1,2,2,4,0,External Simulation,Additional cleanup discovered during review
PRJ-1009_SQ050_SH0050,PRJ-1009,SQ050,SQ050_SH0050,Assets,ART-016,2025-06-28,2025-07-02,2025-07-20,2025-07-16,2025-07-09,2025-07-18,Final,Medium,Medium,79.1,92.4,2,0,2,0,Plate Prep,
PRJ-1015_SQ040_SH0030,PRJ-1015,SQ040,SQ040_SH0030,Compositing,ART-025,2026-04-21,2026-04-25,2026-05-10,2026-05-17,2026-04-30,2026-05-20,final,Low,High,63.3,58.9,0,0,0,0,Plate Prep,Heavy grain matching required
PRJ-1006_SQ100_SH0040,PRJ-1006,SQ100,SQ100_SH0040,Roto/Paint,ART-028,2025-02-11,2025-02-15,2025-02-22,2025-13-05,2025-02-16,2025-03-04,Final,Medium,Medium,18.9,17.6,1,0,1,5,Client Plate,
PRJ-1006_SQ090_SH0070,PRJ-1006,SQ090,SQ090_SH0070,Compositing,ART-059,2025-05-25,2025-05-28,2025-06-06,2025-06-17,2025-05-30,2025-06-19,Approved,Medium,High,25.0,32.8,2,2,4,0,None,Editorial turnover changed after first pass
PRJ-1001_SQ080_SH0050,PRJ-1001,SQ080,SQ080_SH0050,FX,ART-053,2024-04-16,2024-04-19,2024-05-01,2024-05-07,2024-04-24,2024-05-10,Approved,High,Low-Medium,53.3,45.8,1,0,1,2,None,
PRJ-1013_SQ030_SH0030,PRJ-1013,SQ030,SQ030_SH0030,Roto/Paint,ART-028,2026-02-18,2026-02-22,2026-03-01,2026-03-02,2026-02-23,2026-03-03,Approved,Medium,Low-Medium,7.8,8.9,3,0,3,0,None,Heavy grain matching required
PRJ-1008_SQ050_SH0050,PRJ-1008,SQ050,SQ050_SH0050,Roto/Paint,ART-012,2025-05-10,2025-05-10,2025-05-21,2025-05-28,2025-05-11,2025-05-30,Approved,Medium,High,20.9,26.8,3,2,5,0,Client Plate,
PRJ-1011_SQ040_SH0070,PRJ-1011,SQ040,SQ040_SH0070,Matchmove,ART-031,2025-11-18,2025-11-20,2025-11-30,2025-12-06,2025-11-21,2025-12-07,Delivered,High,Low,11.6,10.9,1,0,1,3,None,
PRJ-1001_SQ070_SH0030,PRJ-1001,SQ070,SQ070_SH0030,Compositing,ART-059,2024-03-05,2024-03-06,2024-03-14,2024-03-18,2024-03-09,2024-03-20,Final,Medium,Low-Medium,34.3,42.1,0,3,3,0,None,Dependent on upstream FX delivery
PRJ-1015_SQ060_SH0010,PRJ-1015,SQ060,SQ060_SH0010,Roto/Paint,ART-044,2026-03-09,2026-03-09,2026-03-14,,2026-03-10,,Pending Review,Medium,Low,11.2,4.2,0,2,2,0,Plate Prep,
PRJ-1010_SQ090_SH0050,PRJ-1010,SQ090,SQ090_SH0050,Roto/Paint,ART-028,2025-09-29,2025-09-30,2025-10-10,2025-10-10,2025-10-01,2025-10-12,Delivered,Critical,Medium,19.3,20.4,1,1,2,0,None,
PRJ-1011_SQ010_SH0110,PRJ-1011,SQ010,SQ010_SH0110,Roto/Paint,ART-033,2026-01-26,2026-01-30,2026-02-02,2026-02-04,2026-01-31,2026-02-07,Approved,High,Medium,14.4,16.8,2,2,4,2,Client Plate,
PRJ-1010_SQ080_SH0090,PRJ-1010,SQ080,SQ080_SH0090,Assets,ART-022,2026-01-24,2026-01-27,2025-13-05,2026-02-13,2026-02-03,2026-02-15,Delivered,Low,Very High,76.0,88.1,2,2,6,0,Client Plate,Editorial turnover changed after first pass
PRJ-1010_SQ010_SH0060,PRJ-1010,SQ010,SQ010_SH0060,Matchmove,ART-045,2025-10-10,2025-10-10,2025-10-21,2025-10-26,2025-10-11,2025-10-26,Delivered,High,Medium,19.4,14.6,2,0,2,2,None,Heavy grain matching required
PRJ-1009_SQ010_SH0110,PRJ-1009,SQ010,SQ010_SH0110,Animation,ART-026,2025-11-11,2025-11-16,2025-11-23,2025-11-24,2025-11-18,2025-11-25,Approved,Critical,Low,26.2,27.8,0,1,1,0,External Simulation,Client requested alternate color treatment
PRJ-1014_SQ030_SH0010,PRJ-1014,SQ030,SQ030_SH0010,Matte Painting,ART-051,2026-02-14,2026-02-18,2026-02-28,,2026-02-21,,Pending Review,Medium,Low-Medium,33.6,28.7,0,2,4,2,External Simulation,Client requested alternate color treatment
PRJ-1002_SQ130_SH0040,PRJ-1002,SQ130,SQ130_SH0040,Matchmove,ART-057,2024-06-15,2024-06-19,2024-06-30,2024-07-08,2024-06-20,2024-07-09,Approved,Critical,Medium,21.5,25.1,1,2,3,1,None,
PRJ-1015_SQ040_SH0020,prj-1015,SQ040,SQ040_SH0020,Roto/Paint,ART-049,2026-03-27,2026-03-29,2026-04-03,2026-04-06,2026-03-30,2026-04-08,Final,Medium,Low-Medium,16.9,16.7,1,0,1,1,None,Client requested alternate color treatment
PRJ-1015_SQ070_SH0020,PRJ-1015,SQ070,SQ070_SH0020,Matchmove,ART-050,2026-04-14,2026-04-17,2026-04-27,2026-04-30,2026-04-18,2026-05-02,Delivered,High,Medium,21.5,24.5,1,1,2,0,None,Additional cleanup discovered during review
PRJ-1011_SQ050_SH0040,PRJ-1011,SQ050,SQ050_SH0040,Matchmove,ART-017,2025-09-21,2025-09-23,2025-09-27,2025-10-01,2025-09-24,2025-10-01,Delivered,High,Low-Medium,15.2,16.2,2,2,4,1,None,
PRJ-1010_SQ020_SH0020,PRJ-1010,SQ020,SQ020_SH0020,Roto/Paint,ART-049,2025-06-11,2025-06-12,2024-01-01,2025-06-26,2025-06-13,2025-06-26,Approved,Critical,Low-Medium,12.2,12.2,2,1,3,0,None,
PRJ-1008_SQ020_SH0020,PRJ-1008,SQ020,SQ020_SH0020,Compositing,ART-009,2025-03-03,2025-03-07,2025-03-15,2025-03-22,2025-03-08,2025-03-22,final,Medium,Low,21.6,25.9,1,2,5,0,Client Plate,Additional cleanup discovered during review
PRJ-1010_SQ020_SH0010,PRJ-1010,SQ020,SQ020_SH0010,FX,ART-048,2025-05-15,2025-05-19,2025-06-01,2025-06-08,2025-05-24,2025-06-09,Delivered,High,High,65.0,53.2,2,0,2,5,External Simulation,Dependent on upstream FX delivery
PRJ-1014_SQ040_SH0040,PRJ-1014,SQ040,SQ040_SH0040,Lighting,ART-018,2026-04-12,2026-04-17,2026-04-24,,2026-04-20,,Client Review,High,Medium,36.6,17.8,1,1,2,0,None,Editorial turnover changed after first pass
PRJ-1001_SQ010_SH0030,PRJ-1001,SQ010,SQ010_SH0030,Compositing,ART-010,2024-02-18,2024-02-22,2024-03-03,2024-03-08,2024-02-24,2024-03-11,Delivered,Medium,Low,24.9,23.7,1,0,1,0,3D Asset,Heavy grain matching required
PRJ-1004_SQ070_SH0050,PRJ-1004,SQ070,SQ070_SH0050,Compositing,ART-025,2024-09-17,2024-09-17,2024-09-25,2024-10-07,2024-09-21,2024-10-07,Final,Medium,High,52.1,54.0,2,0,2,5,None,
PRJ-1012_SQ040_SH0030,PRJ-1012,SQ040,SQ040_SH0030,Animation,ART-006,2025-12-16,2025-12-17,2025-12-25,,2025-12-18,,WIP,High,Low,22.1,5.4,0,0,0,8,External Simulation,Client requested alternate color treatment
PRJ-1010_SQ030_SH0030,PRJ-1010,SQ030,SQ030_SH0030,Matchmove,ART-050,2025-07-17,2025-07-21,2025-08-02,2025-08-06,2025-07-23,2025-08-08,Final,High,Medium,23.9,29.6,2,3,5,2,None,
PRJ-1004_SQ070_SH0030,PRJ-1004,SQ070,SQ070_SH0030,Compositing,ART-020,2024-08-11,2024-08-15,2024-08-27,2024-09-02,2024-08-20,2024-09-05,Delivered,Medium,High,52.7,-3,2,0,2,2,3D Asset,Heavy grain matching required
PRJ-1014_SQ010_SH0050,PRJ-1014,SQ010,SQ010_SH0050,Matte Painting,ART-055,2026-04-10,2026-04-14,2026-04-24,2026-05-03,2026-04-18,2026-05-06,Delivered,Critical,Low-Medium,50.3,70.7,2,2,4,0,External Simulation,Additional cleanup discovered during review
PRJ-1007_SQ020_SH0070,PRJ-1007,SQ020,SQ020_SH0070,Roto/Paint,ART-033,25-Feb-2025,2025-02-27,2025-03-07,2025-03-07,2025-03-01,2025-03-09,Delivered,High,High,22.6,20.3,1,0,3,0,Plate Prep,
PRJ-1012_SQ080_SH0070,PRJ-1012,SQ080,SQ080_SH0070,Matchmove,ART-045,2026-05-26,2026-05-30,2026-06-08,2026-06-21,2026-06-02,2026-06-23,Approved,Medium,High,33.3,32.9,1,2,3,2,3D Asset,
PRJ-1004_SQ030_SH0080,PRJ-1004,SQ030,SQ030_SH0080,Compositing,ART-025,2024-12-05,2024-12-06,2024-12-18,2024-12-26,2024-12-08,2024-12-29,Delivered,Critical,Low,26.5,25.9,2,0,2,0,None,Additional cleanup discovered during review
PRJ-1001_SQ050_SH0040,PRJ-1001,SQ050,SQ050_SH0040,Animation,ART-036,2024-03-26,2024-03-27,2024-04-08,2024-04-16,2024-03-31,2024-04-19,Delivered,Critical,Medium,49.7,52.7,2,0,2,3,None,Editorial turnover changed after first pass
PRJ-1010_SQ080_SH0060,PRJ-1010,SQ080,SQ080_SH0060,Roto/Paint,ART-028,2025-10-19,2025-10-22,2025-11-02,2025-11-07,2025-10-23,2025-11-09,Final,Critical,Medium,16.5,19.1,3,2,5,2,3D Asset,
PRJ-1006_SQ080_SH0060,PRJ-1006,SQ080,SQ080_SH0060,Matchmove,ART-050,2025-04-22,2025-04-27,2025-05-09,2025-05-14,2025-04-30,2025-05-17,Delivered,Critical,Very High,38.4,47.5,3,2,5,0,None,Editorial turnover changed after first pass
PRJ-1008_SQ040_SH0050,PRJ-1008,SQ040,SQ040_SH0050,Compositing,ART-025,2025-05-14,2025-05-16,2025-06-03,2025-06-10,2025-05-22,2025-06-10,Delivered,High,Very High,71.3,91.7,4,1,5,0,None,Additional cleanup discovered during review
PRJ-1005_SQ040_SH0060,PRJ-1005,SQ040,SQ040_SH0060,Roto/Paint,ART-049,2024-10-24,2024-10-24,2024-10-30,2024-11-04,2024-10-25,2024-11-04,Delivered,Critical,Medium,19.6,950.5,0,3,3,2,None,
PRJ-1008_SQ040_SH0090,PRJ-1008,SQ040,SQ040_SH0090,Compositing,ART-004,2025-07-30,2025-08-04,2025-08-14,2025-08-21,2025-08-05,2025-08-23,Delivered,Medium,Medium,21.9,26.8,2,2,4,0,Client Plate,Client requested alternate color treatment
PRJ-1005_SQ040_SH0050,PRJ-1005,SQ040,SQ040_SH0050,Roto/Paint,ART-049,2024-10-18,2024-10-23,2024-10-31,2024-10-31,2024-10-24,2024-11-01,Delivered,Low,Low,7.3,7.2,0,0,0,3,None,Heavy grain matching required
PRJ-1014_SQ040_SH0030,PRJ-1014,SQ040,SQ040_SH0030,FX,ART-053,2026-03-25,2026-03-28,2026-04-13,,2026-04-02,,On-Hold,Medium,Low-Medium,53.7,24.5,1,0,1,1,Client Plate,Client requested alternate color treatment
PRJ-1002_SQ080_SH0060,PRJ-1002,SQ080,SQ080_SH0060,Animation,ART-038,2024-08-11,2024-08-11,2024-08-22,2024-08-24,2024-08-15,2024-08-25,Approved,Medium,Medium,52.4,60.8,1,2,3,0,Plate Prep,
PRJ-1002_SQ080_SH0070,PRJ-1002,SQ080,SQ080_SH0070,Animation,ART-006,2024-09-08,2024-09-10,2024-09-20,2024-09-22,2024-09-13,2024-09-25,Approved,Medium,Low-Medium,40.3,37.1,2,1,3,1,Plate Prep,Client requested alternate color treatment
PRJ-1008_SQ030_SH0090,PRJ-1008,SQ030,SQ030_SH0090,Compositing,ART-999,2025-07-26,2025-07-30,2025-08-08,2025-08-08,2025-08-02,2025-08-09,Final,High,Low-Medium,31.4,30.7,1,0,1,0,Client Plate,
PRJ-1011_SQ030_SH0080,PRJ-1011,SQ030,SQ030_SH0080,FX,ART-054,2025-12-06,2025-12-06,2025-12-21,2025-12-29,2025-12-10,2025-12-30,Final,Medium,Medium,48.8,57.3,3,0,3,0,None,
PRJ-1015_SQ030_SH0070,PRJ-1015,SQ030,SQ030_SH0070,Compositing,ART-060,2026-07-07,2026-07-10,2026-07-20,,,,Client Review,High,Low,23.8,19.1,0,1,1,3,External Simulation,Heavy grain matching required
PRJ-1002_SQ100_SH0070,PRJ-1002,SQ100,SQ100_SH0070,Roto/Paint,ART-044,2024-09-09,2024-09-14,2024-09-28,2024-10-01,2024-09-16,2024-10-03,Delivered,High,Very High,23.6,18h,2,2,4,1,None,
PRJ-1010_SQ010_SH0090,PRJ-1010,SQ010,SQ010_SH0090,Compositing,ART-046,2025-12-31,2026-01-03,2026-01-22,2026-02-02,2026-01-10,2026-02-02,Approved,Low,Very High,77.3,110.7,2,1,3,0,Client Plate,
PRJ-1001_SQ070_SH0010,PRJ-1001,SQ070,SQ070_SH0010,Matchmove,ART-050,2024-02-03,2024-02-06,2024-02-12,2024-02-18,2024-02-07,2024-02-18,Approved,High,Medium,17.9,18.8,2,2,4,0,None,Dependent on upstream FX delivery
PRJ-1009_SQ080_SH0070,PRJ-1009,SQ080,SQ080_SH0070,Lighting,ART-002,2025-08-30,2025-08-30,2025-09-07,2025-09-15,2025-09-01,2025-09-17,Approved,Medium,Low,22.8,24.0,0,1,1,0,None,
PRJ-1008_SQ010_SH0020,PRJ-1008,SQ010,SQ010_SH0020,Roto/Paint,ART-030,2025-02-26,2025-02-26,2025-03-08,2025-03-12,2025-02-27,2025-03-14,Approved,Low,Low-Medium,14.7,15.7,2,1,3,2,3D Asset,
PRJ-1015_SQ010_SH0080,PRJ-1015,SQ010,SQ010_SH0080,Animation,ART-026,2026-07-17,2026-07-18,2026-07-29,,,,Client Review,Medium,Low,28.6,6.4,0,0,0,5,Plate Prep,Dependent on upstream FX delivery
PRJ-1003_SQ010_SH0080,PRJ-1003,SQ010,SQ010_SH0080,Compositing,ART-039,2024-05-30,2024-06-04,2024-06-19,2024-06-26,2024-06-09,2024-06-26,Approved,High,Very High,59.6,85.3,3,1,4,0,Plate Prep,Heavy grain matching required
PRJ-1013_SQ040_SH0020,prj-1013,SQ040,SQ040_SH0020,Animation,ART-006,2026-01-28,2026-01-29,2026-02-06,2026-02-11,2026-02-02,2026-02-14,Final,Critical,Medium,51.8,51.2,3,0,3,0,External Simulation,
PRJ-1002_SQ090_SH0050,PRJ-1002,SQ090,SQ090_SH0050,Compositing,ART-009,2024-07-12,2024-07-12,2024-07-27,2024-07-23,2024-07-15,2024-07-26,Final,Medium,Low-Medium,33.5,39.6,1,1,2,2,None,
PRJ-1009_SQ040_SH0030,PRJ-1009,SQ040,SQ040_SH0030,Assets,ART-016,2025-05-13,2025-05-14,2025-05-30,2025-06-04,2025-05-22,2025-06-05,Delivered,Medium,Medium,91.7,115.7,1,1,2,0,Client Plate,Client requested alternate color treatment
PRJ-1003_SQ040_SH0080,PRJ-1003,SQ040,SQ040_SH0080,Lighting,ART-043,2024-05-26,2024-05-26,2024-06-07,2024-06-17,2024-05-29,2024-06-19,Delivered,Medium,Medium,42.7,48.3,0,0,0,8,None,Dependent on upstream FX delivery
PRJ-1004_SQ010_SH0030,PRJ-1004,SQ010,SQ010_SH0030,Compositing,ART-010,2024-07-23,2024-07-24,2024-08-01,2024-08-10,2024-07-28,2024-08-11,Delivered,Low,Medium,46.0,57.1,2,2,4,0,External Simulation,Client requested alternate color treatment
PRJ-1011_SQ020_SH0040,PRJ-1011,SQ020,SQ020_SH0040,Compositing,ART-025,2025-09-09 00:00:00,2025-09-14,2025-09-21,2025-09-21,2025-09-16,2025-09-21,Final,High,Low-Medium,-6,22.1,1,0,1,1,External Simulation,
PRJ-1008_SQ020_SH0060,PRJ-1008,SQ020,SQ020_SH0060,Compositing,ART-025,2025-05-25,2025-05-26,2025-06-09,2025-06-18,2025-05-29 00:00:00,2025-06-21,Delivered,Medium,Medium,39.7,43.6,3,1,4,0,None,Client requested alternate color treatment
PRJ-1006_SQ070_SH0030,PRJ-1006,SQ070,SQ070_SH0030,Matchmove,ART-050,2024-12-31,2025-01-01,2025-01-09,2025-01-29,2025-01-03,2025-01-30,Approved,High,Medium,23.5,26.6,3,2,5,12,Client Plate,
PRJ-1009_SQ040_SH0090,PRJ-1009,SQ040,SQ040_SH0090,Lighting,ART-052,2025-10-11,2025-10-11,2025-10-17,2025-10-25,2025-10-13,2025-10-27,Approved,Medium,Low-Medium,28.5,25.9,0,1,1,8,None,Additional cleanup discovered during review
PRJ-1007_SQ050_SH0030,prj-1007,SQ050,SQ050_SH0030,Animation,ART-026,2025-02-01,2025-02-02,2025-02-13,2025-02-26,2025-02-06,2025-03-01,Final,High,High,51.3,62.1,4,0,4,5,None,
PRJ-1002_SQ030_SH0040,PRJ-1002,SQ030,SQ030_SH0040,Compositing,ART-059,2024-05-21,2024-05-25,2024-06-11,2024-06-21,2024-05-30,2024-06-23,Delivered,Medium,Very High,54.3,,3,2,5,0,None,Dependent on upstream FX delivery
